avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeFemale,AvgHouseholdSize,PercentMarried,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctUnemployed16_Over,PctPrivateCoverage,PctEmpPrivCoverage,PctWhite,PctBlack,PctOtherRace,PctMarriedHouseholds,BirthRate,TARGET_deathRate,County,State,State.Abbreviation,fips
3.663536461,3.18756157,18.45137016,1.086556689,5.317293585,2.654861155,-57.22333962,1.000052991,1.070639325,173.1294844,2.053720055,1264.217479,1.568297838,733.2525014,1.704670676,2.270488306,2331.287109,22.44638548,4684.925059,0.559158465,-2.615296716,922.6674404,2.122897007,186.2,Brooke,West Virginia,WV,54009
4.22614012,3.810646686,18.47625581,1.086543424,5.620196598,3.009298272,6.104555007,1.000047813,1.064661321,132.9120559,2.191111431,923.7716197,3.299632843,400.5294476,1.841953008,2.360616359,2002.391439,21.67224944,4145.054445,1.59073729,-1.435555627,683.3513811,1.963579038,194,Cabell,West Virginia,WV,54011
3.024287819,2.587000719,18.14615964,1.086537851,5.025706225,3.004948427,-57.22333962,1.000040552,1.071374358,165.4472418,2.47669267,1550.331406,-4.252780848,909.9810847,1.515407993,3.986911318,1372.020309,17.94895752,4824.858667,-2.337890438,-3.386365356,1151.057427,2.056491511,226.5,Calhoun,West Virginia,WV,54013
3.216102346,2.611834595,19.85991334,1.086539577,5.073988172,3.138769887,9.169287205,1.000040552,1.068760909,149.4095437,2.932060643,1555.904708,-4.252780848,917.1422095,1.363011324,3.304944523,1185.040886,16.90792482,4804.10911,-67.80032662,-2.945630928,1358.658091,3.189056855,212.9,Clay,West Virginia,WV,54015
2.599978127,2.409332675,14.13530275,1.086554464,5.050593976,2.790274966,-57.22333962,1.000051665,1.069063742,160.3835663,3.561062687,1048.055901,0.692821547,752.7117828,1.592994783,2.293428544,1522.614838,18.11378242,4670.713544,0.081844538,-25.63522718,1176.031535,2.460360399,185.6,Doddridge,West Virginia,WV,54017
3.918972719,3.547235286,18.10462022,1.086546757,5.464690853,2.987343846,-57.22333962,1.000047813,1.068684366,158.3712044,2.550337659,1294.568456,1.772463083,755.9787094,1.568747137,2.827549338,1424.904409,17.4932558,4357.741098,1.661149407,-1.425893504,1011.024827,2.610733687,217,Fayette,West Virginia,WV,54019
2.962373417,2.47492429,18.19178615,1.086539033,5.061780991,3.272295838,-57.22333962,1.000040552,1.064565554,139.1523262,2.37989915,932.3891625,1.603961107,521.5964801,1.6478028,2.861914033,1877.830434,20.4152668,3324.490213,2.431126695,0.304517873,1120.032986,0.976984524,209.9,Gilmer,West Virginia,WV,54021
3.109995278,2.50509814,16.53252298,1.086553378,5.147697571,2.768083359,-57.22333962,1.000051665,1.070433003,161.3925656,-0.499626818,1274.294486,2.761905814,957.008436,1.470353172,2.338485255,2117.915011,21.71115943,4739.099198,0.322560062,-2.114670809,1239.214071,1.568937248,128,Grant,West Virginia,WV,54023
3.86641628,3.401864752,18.63375078,1.086547194,5.413121725,2.973919492,-57.22333962,1.000047813,1.07022408,166.4655573,2.099117236,1361.563444,3.562341331,742.9516466,1.71336333,2.446649613,1914.778898,19.57718209,4429.583428,0.837653651,-0.83887014,918.6479821,1.901373149,195.1,Greenbrier,West Virginia,WV,54025
3.602025014,3.16302785,18.36096511,1.086545431,5.317323834,2.978415715,-57.22333962,1.000047813,1.069726189,158.3712044,2.031171444,748.1659836,2.041982693,949.6996426,1.462354196,2.627226287,1274.294486,18.1549163,4717.907508,0.353678661,-2.223483825,471.9262721,0.951033237,212.1,Hampshire,West Virginia,WV,54027
3.801793221,3.300628649,18.63510913,1.08656185,5.373842674,2.504088149,-57.22333962,1.000055551,1.070433003,172.6141286,2.191111431,1340.769669,3.761206437,704.5213497,1.769031667,2.446649613,2413.940603,22.56178268,4578.807289,0.810539597,-25.63522718,955.0608014,2.360487017,184.1,Hancock,West Virginia,WV,54029
3.199925004,2.680257988,16.84421744,1.086553337,5.189613743,2.667442143,-57.22333962,1.000051665,1.069653844,157.8692917,3.117896896,1254.180457,1.603961107,867.5790732,1.621358927,2.588521431,2163.715502,22.63861169,4481.223734,1.487552036,-1.490759877,1072.127801,1.306249602,153,Hardy,West Virginia,WV,54031
4.129350004,3.711850007,18.79140365,1.086554839,5.552694201,2.575624368,5.307610098,1.000051665,1.067738802,150.3976244,2.57508596,1372.020309,2.96785075,603.8878421,1.800729663,2.488257689,2046.932423,21.51639079,4574.829108,0.601678777,-1.797690532,1003.732654,2.153645551,206.7,Harrison,West Virginia,WV,54033
3.714751949,3.254435809,18.37074206,1.086553491,5.36938618,2.751088506,-57.22333962,1.000051665,1.068217926,153.3734056,2.932060643,1484.231483,2.913574268,651.753174,1.734237668,2.360616359,2236.677312,22.13774734,4741.632933,-0.409569543,-2.642010444,1241.359576,2.040587526,194.2,Jackson,West Virginia,WV,54035
3.856960754,3.391655261,17.6139967,1.086575768,5.512610611,2.278504141,-57.22333962,1.00006506,1.065774651,130.060691,3.011104841,1419.571016,2.278467417,405.3695157,1.930587147,2.683891876,2685.172889,25.2420701,3891.661535,1.969037609,-0.561360871,1183.359578,2.131485437,178.2,Jefferson,West Virginia,WV,54037
4.551407403,4.169274268,18.81943255,1.086557134,5.741918458,2.756787699,5.501732604,1.000052991,1.068374789,154.3691623,2.099117236,1146.412233,2.598751961,540.9316663,1.838952146,2.404118422,2176.891321,22.06037802,3934.121622,1.515374465,-1.611925035,783.5620288,1.800413765,205.4,Kanawha,West Virginia,WV,54039
3.522348439,3.006266105,19.39287672,1.086552718,5.232678289,2.92298047,-57.22333962,1.000051665,1.068760909,156.3663901,2.57508596,1279.347984,3.020831678,938.78676,1.621358927,2.446649613,1589.554441,18.11378242,4781.362015,-0.621732432,-25.63522718,1010.766728,1.90878527,218.4,Lewis,West Virginia,WV,54041
3.580672307,3.109902849,18.87922561,1.086542285,5.296798295,3.111942099,3.975691634,1.000047813,1.067657678,146.9478045,3.117896896,1279.347984,2.013851509,723.6143809,1.352771654,2.977816361,1335.596216,16.52834119,4831.965262,-0.734686319,-25.63522718,1134.113239,1.145118339,226.9,Lincoln,West Virginia,WV,54043
3.856960754,3.449728856,19.01995558,1.086546235,5.408005417,2.932450678,3.461467575,1.000047813,1.068217926,153.3734056,2.624882519,1408.934219,0.866280828,667.0690924,1.331572174,3.102750345,1572.684592,19.89774179,4648.957941,0.789555907,-1.740009409,1109.799311,1.840997734,240.1,Logan,West Virginia,WV,54045
3.573320721,3.195470058,18.10605565,1.086516628,5.2784253,3.450490093,-57.22333962,1.000040552,1.069361342,165.4472418,2.355950735,1057.23324,1.296183322,739.7118197,0.98036473,3.438498618,787.355091,12.88638158,3990.610885,2.251168552,-0.552470587,801.8439196,1.708065034,234.8,McDowell,West Virginia,WV,54047
4.048363506,3.572035936,18.8487103,1.086556882,5.51422981,2.817296335,-57.22333962,1.000052991,1.066995159,146.4569126,2.550337659,1299.661939,2.069710789,645.6744963,1.832869853,1.886849178,2283.737308,23.25034691,4411.912123,1.299352374,-25.63522718,994.5755603,2.17163857,188.8,Marion,West Virginia,WV,54049
3.779355879,3.313032871,18.09456611,1.086556421,5.389683749,2.661172683,-57.22333962,1.000052991,1.069508222,165.4472418,2.284705403,1663.696725,2.913574268,779.0367381,1.721856066,2.404118422,2469.842616,22.98334034,4767.374396,-0.151827576,-1.698942344,1235.574686,1.410328255,184.6,Marshall,West Virginia,WV,54051
3.675452897,3.254435809,18.19605242,1.086545106,5.351452131,2.951108458,7.496503314,1.000047813,1.068530263,153.3734056,2.47669267,1330.432759,1.378361512,860.606278,1.529407265,3.009762989,1775.09736,19.53699796,4786.880385,-0.320990146,-2.208174627,1043.776426,1.628967867,209.5,Mason,West Virginia,WV,54053
4.098351605,3.691521972,18.61879642,1.086543723,5.529030784,2.946478761,4.577507116,1.000047813,1.067979982,151.3876316,2.355950735,1279.347984,2.253542849,557.7725404,1.765327936,1.942955125,1589.554441,18.27814595,4151.714698,1.790893818,-1.670560403,952.3942877,2.066315018,210,Mercer,West Virginia,WV,54055
3.681290665,3.240363746,18.09887632,1.086551921,5.354951709,2.716147524,-57.22333962,1.00005002,1.068684366,154.8677559,2.37989915,976.0766599,1.897008587,957.008436,1.574948052,2.75701045,1716.01562,20.57368368,4493.095667,1.155673316,-1.71573939,757.0314568,2.849012042,198.4,Mineral,West Virginia,WV,54057
3.660505637,3.240363746,18.79674869,1.086532332,5.335996701,3.245731627,-57.22333962,1.000040552,1.067494318,146.4569126,2.332102305,1544.7681,-0.481338871,648.7104274,1.320592061,3.539742806,1330.432759,17.53483319,4614.686279,0.348228808,-1.091456521,1101.972475,1.227481769,240.8,Mingo,West Virginia,WV,54059
4.058892025,3.528618055,17.92345082,1.086557012,5.634237771,3.034980695,4.750600334,1.000052991,1.054368523,93.86849435,2.776671845,691.256662,3.722709229,353.6611721,1.981080689,2.126566022,2924.774535,26.45743236,4100.367388,1.292261576,-1.020122955,672.2118168,1.765048118,155.9,Monongalia,West Virginia,WV,54061
3.329144526,2.860671532,17.7774431,1.086546085,5.183181701,2.889059635,-57.22333962,1.000047813,1.071110898,174.6782799,2.144914361,1612.18752,-1.048554711,927.9342725,1.587069415,2.4675662,1829.125597,18.56469113,4766.391882,-0.362855687,-25.63522718,1143.828814,2.478508402,190.7,Monroe,West Virginia,WV,54063
3.435741448,3.028785918,17.63967861,1.086557747,5.248298144,2.511491035,-57.22333962,1.000052991,1.070775452,165.9561681,2.284705403,1136.855033,2.598751961,654.8027348,1.709042511,3.304944523,2027.783453,19.29535185,4737.153182,-0.257591032,-25.63522718,832.8851504,1.799931349,209.7,Morgan,West Virginia,WV,54065
3.651284658,3.210907211,18.08306261,1.086546127,5.338757226,2.903747804,-57.22333962,1.000047813,1.068837115,156.3663901,2.355950735,1675.253173,0.270626228,878.0887593,1.556051807,2.683891876,1896.259683,20.81060074,4931.09007,-3.278826534,-25.63522718,1254.089866,1.488866578,199.8,Nicholas,West Virginia,WV,54067
3.962542265,3.492986516,18.71491718,1.086552185,5.455263232,2.843561121,6.004569247,1.00005002,1.068760909,158.3712044,2.008722819,1020.763795,2.702175495,465.6152061,1.94179729,2.050145705,2512.188958,23.02154338,4335.384046,1.4387488,-1.212591995,755.4316545,1.448544074,184.4,Ohio,West Virginia,WV,54069
2.962373417,2.409332675,16.95711957,1.086549173,5.016588252,2.751088506,-57.22333962,1.00005002,1.072690355,185.1071836,2.261156931,1528.138159,1.494760693,809.1696761,1.493483796,1.886849178,1787.033662,16.2312541,4602.296485,1.011401901,-2.13107761,1215.953008,2.906801883,139.8,Pendleton,West Virginia,WV,54071
2.962373417,2.47492429,18.13185625,1.086558166,5.033165227,2.739585308,-57.22333962,1.000052991,1.06898853,160.8878316,2.452344311,1511.598184,1.73997993,953.3506862,1.493483796,2.646296315,2562.047842,24.49647908,4716.62864,-1.278724301,-25.63522718,1300.28746,1.311777649,213.3,Pleasants,West Virginia,WV,54073
3.024287819,2.533745999,17.0057667,1.086542375,5.064608125,2.801177066,-57.22333962,1.000047813,1.072263776,178.3079819,2.008722819,1589.554441,2.681889469,857.1299825,1.657892831,2.101446856,1799.009948,19.05276458,4679.063377,0.395397649,-25.63522718,1148.743025,1.864358491,176.8,Pocahontas,West Virginia,WV,54075
3.717426421,3.218443362,17.78784215,1.086553901,5.403027159,2.801177066,-57.22333962,1.000051665,1.067979982,150.3976244,2.675079019,1419.571016,2.202740876,822.7377107,1.604586509,2.404118422,2015.067454,21.43832939,4431.597113,1.393475634,-1.089933145,1300.953376,1.779569882,169.8,Preston,West Virginia,WV,54077
3.990990485,3.454247599,18.66494473,1.086571236,5.513949406,2.259442036,5.610578797,1.000058507,1.066910614,141.0893781,2.879864436,1646.437024,2.17684441,554.9485725,1.841953008,1.5059043,2707.200718,25.79674096,4666.275598,0.406751025,-1.714173382,1387.409733,2.465817623,171.5,Putnam,West Virginia,WV,54079
4.1597796,3.74519973,18.28379676,1.086552293,5.576769561,2.806580984,2.615353976,1.00005002,1.067412077,149.9033429,2.37989915,1315.002366,2.74217965,603.8878421,1.746212406,2.316091703,1835.178715,17.32664077,3896.958632,2.147263996,-0.636535148,1002.653378,1.674607176,198.2,Raleigh,West Virginia,WV,54081
3.65438002,3.179521198,17.32978812,1.086547982,5.368518815,2.960299706,-57.22333962,1.00005002,1.068684366,158.3712044,2.261156931,1361.563444,2.598751961,819.3355774,1.686651202,2.338485255,1775.09736,20.13711265,4693.290234,0.657605787,-2.313190546,1094.910719,1.854567065,168.6,Randolph,West Virginia,WV,54083
3.231762153,2.741042549,18.72972452,1.086559956,5.104462869,2.806580984,-57.22333962,1.000054284,1.070153852,159.3764443,2.776671845,1224.309301,-1.048554711,874.5787997,1.410966334,3.056776389,1646.437024,18.72781847,4823.035783,-0.7437625,-3.289425912,1005.618972,2.53545354,214.7,Ritchie,West Virginia,WV,54085
3.347664636,2.890388641,17.99197969,1.086539745,5.200046536,3.059976197,-57.22333962,1.000040552,1.06943494,157.8692917,2.57508596,1451.721318,3.055466957,826.1465919,1.556051807,2.774878882,1330.432759,17.03387088,4793.804713,-3.778109594,-1.536874609,1103.949866,0.991127999,204,Roane,West Virginia,WV,54087
3.261647674,2.812670077,16.88037043,1.086538496,5.178088038,3.164847693,-57.22333962,1.000040552,1.070910458,162.9095742,1.964125529,1430.247798,2.761905814,633.5989532,1.515407993,2.961655313,1811.026219,17.99020736,4326.853563,1.641914691,-1.598425665,1033.309275,1.688678493,170.4,Summers,West Virginia,WV,54089
3.3353985,2.860671532,17.26244597,1.086552344,5.239553234,2.756787699,-57.22333962,1.00005002,1.068530263,155.3668254,2.501141014,1366.786879,1.956323992,730.0330123,1.734237668,2.878880256,2027.783453,21.47737115,4727.890377,-0.053019474,-3.13392324,1098.535989,2.688647703,172.2,Taylor,West Virginia,WV,54091
3.089889137,2.409332675,19.0785464,1.086546286,5.006232507,2.773680635,-57.22333962,1.000047813,1.071825283,175.1954527,2.053720055,1829.125597,-4.252780848,1050.628593,1.47820464,2.528986842,2310.848646,22.33080252,4816.102459,-1.456036538,-25.63522718,1304.057376,1.711541079,168.1,Tucker,West Virginia,WV,54093
3.138720776,2.635601704,18.26546556,1.08655335,5.075952878,2.698177408,-57.22333962,1.000051665,1.070843094,167.4857221,2.57508596,1430.247798,2.303086375,920.7328482,1.485913339,3.102750345,1939.611131,19.49678819,4872.581489,-1.771855649,-3.540670405,1112.545993,0.773246432,199.1,Tyler,West Virginia,WV,54095
3.591476984,3.109902849,18.05712846,1.086549463,5.331021982,2.908593123,-57.22333962,1.00005002,1.067576184,145.4765899,2.802320015,1325.279298,2.253542849,892.1958807,1.621358927,2.607969393,1781.060513,20.45490675,4742.826047,0.094783954,-2.776565684,1160.469453,2.234217669,189.5,Upshur,West Virginia,WV,54097
3.839374292,3.396788561,17.75661013,1.086547607,5.444471929,2.92298047,3.28576256,1.000047813,1.068138966,150.3976244,2.550337659,1194.798012,1.337763557,645.6744963,1.508227082,2.945366113,1489.684831,18.72781847,4793.166008,-1.01002044,-1.494296183,920.4631096,1.8085263,183.8,Wayne,West Virginia,WV,54099
3.174615343,2.759870789,18.8619895,1.086531013,5.069236184,3.175804458,4.939818491,1.000040552,1.070910458,165.9561681,2.099117236,1462.518055,1.164955417,710.8585394,1.309343786,3.624674288,1016.250097,15.02567127,4798.412177,-2.061771154,-25.63522718,966.0078814,1.844011386,259.5,Webster,West Virginia,WV,54101
3.505430755,3.006266105,18.89775378,1.086551922,5.222948669,2.848726946,-57.22333962,1.00005002,1.070707529,169.019427,2.525689344,1320.135834,1.337763557,902.8468373,1.382817045,2.627226287,2015.067454,19.81775296,4843.246016,-2.107063828,-25.63522718,1084.012176,2.503878704,202.6,Wetzel,West Virginia,WV,54103
2.811010894,2.203372395,18.08018455,1.086549796,4.958162955,2.937150101,-57.22333962,1.00005002,1.070012505,152.8762438,2.37989915,1361.563444,0.920067916,864.0893087,1.529407265,2.683891876,1896.259683,21.51639079,4742.858292,-0.175439435,-2.036158452,1086.483704,2.445909049,185.8,Wirt,West Virginia,WV,54105
4.218656143,3.769637792,18.55052961,1.086554589,5.598234683,2.779244737,5.395658874,1.000051665,1.068138966,152.8762438,2.308353861,1304.765418,1.706913742,563.4410511,1.75398099,2.720786956,1983.452387,20.81060074,4624.321878,0.057720673,-1.342486512,933.8454854,2.52693159,185.5,Wood,West Virginia,WV,54107
3.562061246,3.18756157,17.971619,1.086542527,5.304834591,3.047562026,-57.22333962,1.000047813,1.068374789,153.8710454,2.57508596,1550.331406,1.494760693,809.1696761,1.20811077,2.977816361,1489.684831,18.60551437,4773.197508,-0.24440879,-1.983962751,1180.765291,2.461011643,235.4,Wyoming,West Virginia,WV,54109
3.663536461,3.218443362,18.2598181,1.086554762,5.282195064,2.811953957,-57.22333962,1.000051665,1.074013931,201.0815666,2.550337659,1294.568456,1.378361512,733.2525014,1.574948052,2.977816361,2040.539437,17.53483319,4340.23044,1.12476109,-0.328066984,1184.341448,1.708495407,206,Adams,Wisconsin,WI,55001
3.353680652,2.945149252,18.02533416,1.086553729,5.223373365,2.642109632,-57.22333962,1.000051665,1.067899951,146.9478045,2.121965805,1052.639572,2.228303772,478.6681928,1.835924569,2.588521431,1964.603301,19.69758145,3607.707552,-0.640871333,-1.684627582,750.9471303,2.591769577,217.5,Ashland,Wisconsin,WI,55003
3.873827087,3.445164248,17.43682147,1.086559947,5.467366747,2.561744918,7.446923383,1.000054284,1.069213188,160.8878316,2.261156931,1555.904708,1.378361512,612.7294607,1.686651202,2.175795287,2338.119922,21.2036108,4573.672217,0.237339925,-0.34134058,1122.471313,2.419995003,168.4,Barron,Wisconsin,WI,55005
3.341571216,2.904633147,16.76150142,1.086557686,5.20932216,2.554727762,-57.22333962,1.000052991,1.073679658,189.3285897,1.832733332,1710.162424,1.80438639,360.5135012,1.946172553,2.446649613,2170.298413,18.80921747,3729.024548,-0.407562991,-1.340080008,1128.692558,2.314173551,171.7,Bayfield,Wisconsin,WI,55007
4.530122424,4.050263251,18.41669963,1.086567275,5.796050976,2.43471083,7.560859366,1.0000568,1.062965964,123.4792851,2.525689344,1320.135834,2.876633183,386.1762139,1.969202992,2.199925394,2626.871834,25.53836657,3735.219706,0.864067818,1.079796771,1007.892262,2.431494499,158.6,Brown,Wisconsin,WI,55009
3.223994988,2.759870789,17.02030957,1.086564567,5.177179242,2.306396468,5.248186369,1.000055551,1.070012505,157.3678514,2.121965805,1739.528362,2.09704888,695.0665077,1.761585399,1.5059043,2692.505503,23.55432643,4750.40618,-0.744523924,-0.163862905,1182.557598,2.791195574,166.4,Buffalo,Wisconsin,WI,55011
3.425598681,3.006266105,17.23568428,1.086554426,5.212351038,2.739585308,-57.22333962,1.000051665,1.073735892,190.9188736,1.663142986,1739.528362,2.421882512,618.6580345,1.742264571,2.508729498,2059.748383,17.61789713,4188.164131,-0.724691786,-1.333178742,1058.600442,2.119455802,190.1,Burnett,Wisconsin,WI,55013
