"avgAnnCount","avgDeathsPerYear","incidenceRate","medIncome","popEst2015","povertyPercent","studyPerCap","binnedInc","MedianAge","MedianAgeFemale","AvgHouseholdSize","PercentMarried","PctBachDeg18_24","PctHS25_Over","PctBachDeg25_Over","PctUnemployed16_Over","PctPrivateCoverage","PctEmpPrivCoverage","PctWhite","PctBlack","PctOtherRace","PctMarriedHouseholds","BirthRate","TARGET_deathRate"
134,50,390.5,41837,10.7826370077296,28.4,0,41543.55,24.2,23.9,2.31,36.1,10.3,17.4,3.24649099190117,8.8,6130.89,53.8,3491.48690380121,2.154609838,1.61542247,40.55405483,3.304159034,140.8
958,403,411,44342,12.4245252113563,20.5,301.4106016,43962.7,32.5,33.6,3.05,48.6,3,27.8,2.28238238567653,9,2981.16,30.8,3042.21137078351,0.842737502,12.95026838,50.66898414,6.560611666,169.4
94,41,445.2,35615,9.72340349068237,21.5,0,35815.95,41.5,42.1,2.68,52,8.3,47.1,2.06686275947298,9,3091.36,36.5,4687.45105844641,0.836770068,0.029884645,55.28885946,2.292860865,189.7
499,215,463.1,56737,11.6253698308106,13.2,89.3647063,58020.05,38.4,38.6,0.0263,51.8,10,38.2,2.54160199346455,9.7,4900,49.7,3852.86672932658,7.333247489,0.905963725,51.52350516,4.872468117,206.1
152,70,501.8,37625,10.0592940036743,22.1,0,38888.25,41.9,43.2,2.5,55.2,5.2,49.4,1.68639895357023,9.2,3624.04,41.3,4830.67743795527,0.675,0.129166667,53.06378967,4.220287661,236.7
80,40,396.6,33817,9.5760246100725,22.2,0,28429.05,44.5,45.3,2.51,52.4,3.4,49.1,2.14006616349627,14.4,3147.21,38.9,4791.43101488099,0.497718789,0,53.27269485,5.469020422,196.3
164,69,481.6,43572,10.058352263097,15.1,0,43962.7,45.9,48,2.26,50.3,3.8,43.7,2.39789527279837,6.4,4664.89,46.4,4684.92505935429,1.745193323,0.063384745,47.58723829,4.970530452,186.2
564,237,483.4,34887,11.4808567154447,21.9,330.4283177,35815.95,38.5,39.9,2.32,43,11.5,31.9,2.69462718077007,6.8,4006.89,44.4,4145.05444549426,4.818020326,0.228249194,40.76501639,4.521925134,194
50,25,459.9,32162,8.91865027812686,21.8,0,28429.05,47,46.5,2.44,55.7,0,48.9,2.02814824729229,18.1,2745.76,35.1,4824.85866734664,0.09262935,0.026465529,53.33333333,4.780114723,226.5
70,26,591,32961,9.09492952046486,25.1,4938.271605,28429.05,43.3,43.3,2.62,55.8,0,49.1,1.75785791755237,12.3,2371.69,32.6,4804.10911048448,0,0.043758889,58.09248555,8.753056235,212.9
25,19,234,41838,9.00895831244349,17.4,0,41543.55,43.7,45.5,2.85,45.8,1.9,44.3,2.17475172148416,6.5,3047.04,35.5,4670.71354442065,1.085233508,0,53.92670157,6.016466118,185.6
280,137,457,36739,10.7143510998635,21.4,0,35815.95,43.2,45.1,2.47,50.9,4.4,44.4,2.12823170584927,9.2,2851.56,34,4357.74109795636,5.160978609,0.230596917,49.88397759,6.526136485,217
45,21,463.1,32705,9.04993685048316,28.9,0,28429.05,38.4,41.2,2.4,43.2,3.9,36.6,2.28238238567653,9.4,3757.69,41.2,3324.49021313347,10.89773253,1.353540028,52.58746356,2.328431373,209.9
58,22,356.3,41039,9.3729692954244,17,0,41543.55,45.6,45.7,0.028,50.5,8.4,50.2,1.94591014905531,6.7,4238.01,44.5,4739.09919775997,1.379602201,0.110029623,55.4011976,3.528435035,128
250,103,494.9,36996,10.4777385781522,21.1,0,35815.95,45.3,46.7,2.28,52.2,13.3,44,2.41591377830105,7.2,3831.61,39.1,4429.58342799091,2.299108395,0.42617619,47.48027903,4.354354354,195.1
145,66,475.1,35980,10.0584807345016,21.2,0,35815.95,44.6,45.1,2.25,38.7,5.3,50,1.93152141160321,8.1,2550.25,35.6,4717.90750755526,1.422988701,0.097697732,33.68648224,2.28320067,212.1
218,85,495,48178,10.3027669015572,12.9,0,49534,45.6,47.9,2.32,51.8,14.8,42.8,2.53369681395743,7.2,4830.25,46.7,4578.80728948104,2.238336479,0,48.44113541,5.693029274,184.1
68,29,374.9,41010,9.53618490552231,15.3,0,41543.55,44.5,45,2.69,50.1,3.9,47.7,2.23001440015921,7.9,4329.64,46.9,4481.22373355528,4.355625718,0.215269805,51.41582622,2.955003358,153
449,192,506.6,42121,11.1377082420198,13.9,160.0838257,41543.55,42,43.5,2.48,52.4,9.5,39.5,2.60268968544438,7.4,4096,44,4574.82910845715,1.820342619,0.155076959,49.69820377,5.060383303,206.7
182,78,475.8,41121,10.2831903094209,16.7,0,41543.55,42.6,44.1,2.62,54.5,9.2,41.1,2.45958884180371,6.8,4475.61,45.6,4741.63293289586,0.66311184,0.061525841,55.45062062,4.735242361,194.2
245,101,423.7,66950,10.941677282305,10.2,0,93564.75,39.7,39.3,2.65,53.3,6.2,32.1,2.90142159408275,8.4,5372.89,53.8,3891.6615354058,6.96562466,0.56688521,54.09965078,4.995519713,178.2
1285,539,508.7,43936,12.1459616417894,16.8,191.1517958,43962.7,42.8,44.3,2.28,47.9,7.6,37.3,2.68784749378469,7,4356,45.4,3934.12162208648,4.475812581,0.189222197,43.74346505,4.091266719,205.4
124,50,553,40568,9.70795916825489,20,0,41543.55,43.3,44.7,2.48,50.6,9.8,49.7,2.23001440015921,7.2,3180.96,35.5,4781.36201481496,0.535475234,0,49.87741342,4.374100719,218.4
139,60,513.2,34295,9.97184689004947,24.4,46.69624095,35815.95,41.9,42.8,2.69,50.6,5.2,43.4,1.7404661748405,10.1,2672.89,31.7,4831.9652618558,0.477736549,0,52.9271954,2.635983264,226.9
245,113,523.9,36437,10.454696674697,20.2,28.81263146,35815.95,42.6,44.1,2.5,53.1,2.2,41.6,1.70474809223843,10.9,3147.21,39.9,4648.95794076828,2.192393736,0.164988814,52.33924375,4.195713917,240.1
137,70,457.1,24707,9.89520333294843,34.9,0,28429.05,44.1,46.5,2.39,46,3.1,43.9,1.16315080980568,13.3,1576.09,23.4,3990.61088510355,9.157773291,0.572060379,44.26650367,3.860072376,234.8
373,144,510.9,43729,10.9494898909319,17.9,0,43962.7,41.1,42.7,2.47,51,5.4,40.9,2.67414864942653,4.9,4569.76,48.5,4411.91212329567,3.62211657,0,49.46399182,5.113459745,188.8
208,87,456.3,43356,10.3728034453454,15.2,0,43962.7,44.3,46.5,2.36,57.7,9.2,45.1,2.43361335540045,7,4942.09,47.8,4767.3743956872,0.858990148,0.172413793,55.3172673,3.174132305,184.6
168,78,463.4,35799,10.2049615772563,20.6,1146.576913,35815.95,43,44.1,2.44,51.6,3.3,47.5,2.05412373369555,10.3,3552.16,39,4786.88038531861,0.724877654,0.099348714,50.71046319,3.66910141,209.5
418,184,493.8,35046,11.021314060128,20.5,81.74743313,35815.95,42.3,43.7,2.39,50.6,6.1,37.9,2.52572864430826,5.1,3180.96,35.9,4151.7146977891,5.857071303,0.177731819,48.3713803,4.807972069,210
170,76,456.6,40012,10.2201578761466,16.1,0,38888.25,43.2,44.4,2.4,44.2,4.8,50.2,2.14006616349627,8.8,3433.96,41.6,4493.0956668782,3.145379211,0.169338858,42.97381269,7.391231312,198.4
163,76,507,29839,10.1382434191785,28.1,0,28429.05,41.7,42.7,2.38,55.6,0.6,41,1.68639895357023,14.1,2662.56,34.1,4614.68627947394,1.415294435,0.327792989,52.14865363,2.796024928,240.8
382,132,444.5,43835,11.554412838077,22.5,95.9361449,43962.7,30,31.3,2.56,37.2,14.5,29.9,3.02529107579554,5.8,5852.25,57.1,4100.36738807222,3.597002007,0.353110123,40.42122317,4.001671717,155.9
86,39,434.6,36351,9.51088931013479,19.3,0,35815.95,46.6,48.3,2.3,56.8,0.3,49.4,2.16332302566054,7.3,3660.25,36.6,4766.39188198757,0.695009242,0,53.16042597,6.07651913,190.7
105,52,425.4,44446,9.77132664893379,13,0,43962.7,46.1,46.6,2.36,47.7,7.6,41.2,2.40694510831829,12.3,4057.69,38.4,4737.15318226571,0.772532189,0,45.14153511,4.090035685,209.7
160,72,455.5,36375,10.1501132279975,19.6,0,35815.95,43.4,44.7,2.39,57.9,1.3,48,2.10413415427021,8.4,3794.56,42.2,4931.09006959709,0.034708831,0,55.74302401,3.346456693,199.8
308,123,500.9,40195,10.6704891016666,18.4,301.8622579,38888.25,43.3,45.1,2.24,45.2,8.1,34.5,2.92852352386054,5.5,5026.81,47.9,4335.38404578462,4.152439444,0.288745789,42.92698827,3.257226644,184.4
45,19,381.8,38204,8.8858559930003,16.7,0,38888.25,49.1,50.3,2.35,55.3,3.6,46,1.98787434815435,4.9,3576.04,31,4602.2964853787,2.728992164,0.108078898,54.86268174,7.611940299,139.8
45,21,458.9,44801,8.9455932708069,16.5,0,43962.7,43.6,45.6,2.43,55,4.3,50.1,1.98787434815435,8.2,5126.56,51.8,4716.62864007404,0.275013096,0,56.79225717,2.966381015,213.3
50,23,384.8,34341,9.06033110464947,17.6,0,35815.95,48.4,49,2.24,56.4,8,47.4,2.30258509299405,5.7,3600,37.8,4679.06337673239,1.483270093,0,53.27803051,4.256631709,176.8
183,73,435.3,41420,10.4323495387882,17.6,0,41543.55,42.3,43.5,2.52,53.3,5.9,46.4,2.19722457733622,7,4032.25,43.8,4431.59711273704,3.972315064,0.328314946,56.80724824,4.038301415,169.8
328,114,497.2,59472,10.9481363182608,10,211.0892204,58020.05,41,41.6,2.6,57.4,5.8,37.8,2.69462718077007,3.7,5416.96,55.3,4666.27559795172,1.500106015,0.169623295,58.72299258,6.034482759,171.5
482,206,469.6,40270,11.2581622392756,17.7,12.90156109,38888.25,41.6,43.4,2.4,51.3,8.3,39.5,2.484906649788,6.6,3672.36,33.6,3896.95863184058,8.28099321,0.52488757,49.67065294,3.77850558,198.2
161,68,405.2,37468,10.2793865250425,20.8,0,38888.25,43.2,45.1,2.35,52.2,7.6,46.3,2.36085400111802,6.7,3552.16,40.5,4693.29023367155,1.924059254,0.08854078,51.97613076,4.231027535,168.6
72,32,502,46383,9.20853875002955,17.7,0,46611.3,45.2,45.3,2.56,49.5,0.3,47.9,1.84054963339749,10.6,3294.76,37,4823.03578333386,0.473372781,0.029585799,49.74632166,6.267539757,214.7
89,41,449.2,33041,9.57741109209704,23.1,0,28429.05,44.2,45,2.48,53.9,10,46.5,2.10413415427021,8.9,2662.56,32.9,4793.8047129452,0.020497404,0.204974037,52.19686649,2.353331124,204
76,36,377.1,32456,9.49092229793766,25.8,0,28429.05,46.3,46,2.22,53.5,8.4,40.5,2.02814824729229,10,3624.04,35.2,4326.85356326878,5.06497342,0.191966923,50.44770774,3.812668868,170.4
87,39,400.9,40305,9.73577870811002,16.8,0,38888.25,43,44.5,2.45,52.3,5,43.6,2.45958884180371,9.5,4057.69,43.9,4727.89037707972,0.948341874,0.035341933,52.0647653,6.801152738,172.2
56,19,528.4,36466,8.84879645092595,17.1,0,35815.95,47.7,48.4,2.26,60.5,0,52.7,1.96009478404727,7.6,4624,46.1,4816.10245867829,0.229489386,0,56.87707641,3.868613139,168.1
61,27,468.3,41019,9.10219821335648,15.8,0,41543.55,46.2,46.9,2.48,53.5,6.3,49.2,1.97408102602201,10.9,3881.29,38.9,4872.58148868272,0.166057788,0.022141038,52.40597345,1.988950276,199.1
142,60,453.7,38387,10.1169039480918,19.7,0,38888.25,41.8,42.5,2.57,51.5,6.1,48.4,2.23001440015921,8,3564.09,41.3,4742.82604716147,1.099348534,0.052931596,53.55768173,5.300938708,189.5
236,102,433.2,37242,10.6206197783465,20,24.40750775,35815.95,42.5,43.5,2.47,48.9,3.2,40.9,2.01490302054226,9.9,2981.16,37,4793.16600793008,0.361454493,0.214462999,47.52860823,4.112005292,183.8
65,33,511.9,29331,9.07738024471995,26.1,114.2204455,28429.05,46.3,46.6,2.28,54.1,2.8,43,1.66770682055808,14.8,2034.01,28.2,4798.41217733119,0.123221687,0,48.72652431,4.203539823,259.5
120,50,514.6,40013,9.66877736485045,18.5,0,38888.25,46,47.2,2.46,51.4,3.2,48.7,1.79175946922805,8.1,4032.25,39.7,4843.24601611678,0.117596088,0,51.70881226,6.161137441,202.6
35,14,455.3,38600,8.67931204089267,20.3,0,38888.25,45,44,2.4,52.2,2.3,47.6,2.05412373369555,8.4,3794.56,44,4742.85829191736,0.838897449,0.119842493,51.76954733,5.968928863,185.8
554,217,488.8,41932,11.3673446256038,17.2,173.5066858,41543.55,42.5,44,2.37,51.1,4.2,38.1,2.50143595173921,8.6,3969,42.2,4624.3218783964,1.059393015,0.251851338,47.88351017,6.23870268,185.5
134,69,447.8,34419,10.0056379211811,22.8,0,35815.95,42.8,44.2,2.48,55.7,3.6,46,1.50407739677627,10.1,2981.16,36.7,4773.19750818223,0.782821657,0.126825855,54.03848244,6.018614271,235.4
164,73,467.9,42063,9.91086030686554,17.8,0,41543.55,51.4,53.3,2.47,50.9,3.3,43.7,2.14006616349627,10.1,4083.21,34.1,4340.23044027096,3.051195541,0.718791257,54.12278449,3.861129137,206
90,45,451.5,41294,9.67048304137504,14.9,0,41543.55,42.2,42.8,2.29,45.9,6,35,2.68102152871429,7.9,3931.29,39.4,3607.70755231487,0.525229788,0.175076596,42.79547484,6.460336538,217.5
254,112,412.1,46375,10.7268512626277,13.7,1097.381647,46611.3,43.9,45.6,2.35,55.8,3.3,39.8,2.36085400111802,6,4678.56,43.2,4573.67221749913,1.267346671,0.709188811,52.64644351,5.884312202,168.4
88,42,369.9,44395,9.6142709699924,13.6,0,43962.7,50.8,51.1,2.16,58.5,4.5,30.2,2.9391619220656,7.2,4342.81,37.2,3729.02454844529,0.664451827,0.252491694,52.79664691,5.547054323,171.7
1214,406,479.1,54141,12.4634939444162,12,1213.676667,52796,36.8,37.9,2.46,51.4,9,31.3,2.99573227355399,6.1,5256.25,54.6,3735.21970578136,2.359873899,2.879666453,49.80425278,5.921762149,158.6
71,33,385.7,50998,9.48736586423943,10.5,151.6070346,49534,45,44.9,2.29,59,5.5,42.5,2.51769647261099,3.7,5387.56,49.3,4750.4061804566,0.473008484,0.848412043,54.08074857,7.17472119,166.4
103,50,399.2,41810,9.62634969396002,16.5,0,41543.55,50.9,51.4,2.08,59,6.8,40,2.47653840011748,7.5,4121.64,34.3,4188.16413074191,0.482587714,0.254336768,51.08041575,4.96054115,190.1
238,79,474.1,68430,10.8150069195314,5.9,0,93564.75,39,39.8,2.66,62,11.9,33.8,3.02529107579554,3.1,7072.81,66.3,4480.06076045678,0.779016869,0.696485366,62.98229565,4.330985915,157.9
356,123,482.4,52485,11.0592832547317,10.7,487.9507642,52796,40.6,42,2.44,55.6,7,38.5,2.60268968544438,5.1,5387.56,50.8,4522.55917968523,1.358983689,0.229397712,55.24062236,5.497771174,160.1
184,70,455.2,45316,10.4471191280273,16,0,46611.3,37.1,38.4,2.65,58.2,2.7,43.3,2.12823170584927,4.8,3203.56,34.1,4714.22455091027,0.402688452,0.625760473,57.41970774,9.86429301,157.6
323,123,476.1,59020,10.946287579718,8.8,0,58020.05,42,42.7,2.44,54.9,8.1,34.9,2.76000994003292,5.8,6115.24,55.8,4574.81880604265,1.513947038,0.374511986,54.30466505,4.654466449,176.6
109,43,466.4,43562,9.70448768268936,14.7,122.0181807,43962.7,45.9,47.1,2.38,52.3,4.9,42.7,2.31253542384721,6.5,4542.76,43.9,4628.41904757327,1.789722745,0.145604562,51.27585686,5.300353357,176.4
2015,707,430.7,61937,13.1685654334045,13.4,129.8594653,93564.75,34.6,35.6,2.35,47.5,21.4,19,3.34286180464919,4.9,6806.25,62.8,3561.91922346509,5.199353976,1.885542476,45.26843317,4.458527742,153.8
463,201,437.3,54359,11.3907804296107,9.9,0,52796,42,43.7,2.51,51.1,6.2,40.2,2.4423470353692,6,6037.29,51.7,4399.58846365517,2.096061978,0.927191209,53.53820299,4.49736915,178.9
208,77,449.3,49717,10.2239029946045,11,1778.326196,49534,51.7,53.2,2.11,62.6,11.1,32.9,2.98061863574394,6.2,5745.64,42.4,4665.53193773255,0.540910894,0.393061916,56.50832819,4.481380181,158.7
187,104,354.7,46475,10.6828353648539,13.9,0,46611.3,40.6,41.3,2.28,47.6,7.5,33.2,2.73436750941958,7,4422.25,47.1,4317.78368273721,1.102764903,0.264846229,44.24412034,6.150455775,192.8
177,72,396.1,52224,10.7031770501515,13.9,0,52796,34.1,35,2.48,47.6,5.5,34.6,2.78501124223834,6.1,5241.76,50.2,4455.93077270451,0.597839625,0.23551258,51.38981814,5.116736739,155.6
454,177,440.9,48102,11.5337569745502,14.4,675.7749376,49534,33.8,34.7,2.43,46.4,8.3,26.9,2.99071973173045,5.8,5595.04,54.2,4299.63979082768,0.737551959,0.233015077,46.89544532,4.346348463,163.4
23,13,308.2,44562,8.40380050406115,12.8,0,43962.7,51.1,51.3,2.32,59.9,0,39.2,2.484906649788,7.2,4747.21,38.9,4845.03131915581,0.201072386,0,57.93067227,3.462050599,171.9
579,206,477,52149,11.5324633513433,9.9,235.3564179,52796,41,41.8,2.4,54.8,6.2,38.5,2.69462718077007,5.3,5944.41,54.8,4377.25193654418,1.164638933,1.864207221,53.51968638,4.541733098,159.4
68,25,490.6,41418,9.11129321837495,17,4306.06161,41543.55,45.3,46.4,2.33,52.8,4.4,40.7,2.17475172148416,10.1,3576.04,35.1,3382.04057972309,0.491803279,0,51.39107612,7.250418293,166.4
257,108,428.2,46972,10.8637951698271,15,0,46611.3,36.1,39.7,2.44,48.6,4.7,38.7,2.57261223020711,4.6,5595.04,50.5,4677.09665935742,1.303190973,0.273844899,51.66349565,5.174434328,166.9
187,74,420,53328,10.52368762534,8.7,0,52796,42.2,43.2,2.47,56.7,12.4,39,2.69462718077007,3.5,6115.24,53.9,4721.75991114425,0.296944174,0.410322859,55.2736352,5.46031746,158.4
89,32,447.2,61802,9.74741836688624,8.2,0,93564.75,458.4,40.7,2.46,58.1,6.2,29.5,2.89037175789616,3.5,6955.56,55,4651.88032819547,0.352982704,1.194258148,60.49149338,9.675645959,152.3
29,15,356.1,40351,8.56025268087669,16,191.5708812,38888.25,46.1,47.8,2.29,56.5,5.4,31.1,2.84490938381941,1.4,4212.01,28.1,3572.66236922392,0.434454099,0.491122025,52.45683931,5.360824742,169.9
20,10,400.6,43883,8.03624994213212,12.1,0,43962.7,49.5,50.5,2.21,61,14.2,42.3,2.30258509299405,3.1,5715.36,44.3,4791.00071215503,1.223044738,0.418410042,53.95787945,7.992565056,187.4
16,10,221.5,55955,8.68895923427068,9.2,0,58020.05,38.8,41.4,2.61,62.7,5.3,35,2.65324196460721,2.6,5791.21,48.8,4720.79178912933,0.559118566,0.345337938,61.73052088,5.678233438,138.2
40,13,432.5,49517,8.54927308487965,10.7,0,49534,48.9,50.9,2.15,67,9.2,37,2.69462718077007,1.7,5476,39.3,4712.77047053882,0.057892706,0,59.54720205,6.35451505,120.2
30,14,453.6,41344,8.8627667422838,34,0,41543.55,28.6,30.3,3.3,40.9,3,35.5,2.21920348405499,14.4,1592.01,26.1,857.078933494643,0.100777426,0.388712928,41.69865643,8.467741935,215
24,12,350.1,44726,8.33182700443606,12.3,0,43962.7,46,46.6,2.21,64.2,3.1,42.6,2.67414864942653,1.4,4970.25,35.6,4830.18363338249,0.070521862,0.023507287,56.87928308,5.01285347,156.3
104,39,431.4,69191,9.91581130222496,7.4,0,93564.75,41.2,42.4,2.48,63.5,11.2,31.1,3.11794990627824,1.4,6789.76,58.2,4729.73324984092,0.676309424,0.306067039,62.95743092,5.725611099,159.2
39,15,392,53290,9.14494815320913,13.6,0,52796,30.1,32.2,2.33,53.9,2.4,20.5,3.25037449192757,3,6839.29,57.2,4535.08208627501,3.342175066,0.732095491,58.74285714,5.981533521,142.1
31,12,495.5,40979,8.19560956728878,12.7,0,41543.55,47.5,49,2.31,57.2,3.5,36.1,2.55722731136763,4.7,4774.81,38.5,4561.7485225972,0.054097917,0.513930214,54.25257732,3.524229075,162.7
72,33,389.2,51335,9.53285855926342,10.6,0,52796,41.3,43.6,2.31,56.5,5.3,32.6,2.94443897916644,2,5990.76,44.1,4568.67340967902,0.933092224,0.701627486,55.1213419,6.993486459,164.7
1962.667684,62,453.5494221,46840,10.0941079121448,13.2,0,46611.3,38.9,40.8,2.51,51.6,1.4,35,2.3887627892351,11.9,3969,34.9,3347.45740465548,2.370938479,3.645060201,49.69920844,7.724034496,211
1962.667684,3120,453.5494221,51241,14.5644712762013,15.6,405.2390745,52796,36.4,37,2.78,44.6,4.9,28.8,2.71469474382088,10.8,3956.41,45.4,2030.99953902082,10.83685568,10.14589511,43.81306543,5.125073246,167.7
1962.667684,108,453.5494221,60322,10.7728962985102,10.3,0,58020.05,49.4,50,2.37,58.9,5,24.7,2.79728133483015,8.5,4998.49,39.6,3972.27364978488,0.554391756,3.49986246,56.13529501,5.193753615,145.2
1962.667684,55,453.5494221,72648,10.8577482156619,10.8,0,93564.75,33.5,34.1,2.87,56.6,5.1,26.8,2.50959926237837,5.5,5329,60.9,3882.36068956801,1.289709476,2.561964237,57.82097649,6.700733537,143.2
1962.667684,4,453.5494221,47180,6.7202201551353,14,0,46611.3,46.5,47.5,2.35,44.3,0,43.2,2.53369681395743,11.9,3192.25,34.9,3815.93978185611,0,7.975460123,40.57971014,4.326923077,262.1
1962.667684,4,453.5494221,70535,7.60887062919126,9.8,0,93564.75,43.9,42.6,2.17,64.7,0,35.8,2.65324196460721,4.7,5836.96,52.6,4587.47045157277,0.119832235,1.437986818,56.06258149,2.412868633,178.7
1962.667684,27,453.5494221,67423,9.74208564599468,10.7,0,93564.75,35.3,35.4,2.74,51.6,4.7,37.4,2.17475172148416,7.8,4816.36,53.9,3788.32280145067,0.451163063,4.371008379,51.35794438,5.517423442,191.5
1962.667684,7,453.5494221,74347,8.68321597524069,11,0,93564.75,37.2,37.6,2.79,54.3,3.3,37.5,1.54756250871601,12,4774.81,53.7,3909.66891917211,0.134544231,2.371342079,56.90633869,11.63179916,123.8
1962.667684,9,453.5494221,45629,8.52436739516424,15.1,0,46611.3,37.4,38.1,2.55,56.8,0.8,32.1,2.76631910922619,11.8,4108.81,48.5,4106.33446482159,2.9264536,0.904890258,59.21402018,4.519774011,127.4
1962.667684,124,453.5494221,48576,10.8701861869541,13.7,0,49534,43.2,43.4,2.63,51.1,0.2,30.2,2.40694510831829,13.6,3733.21,38.6,3673.7897245088,0.936949494,5.42617651,51.96681008,4.62962963,195.7
1962.667684,20,453.5494221,40714,8.4069317971587,19,0,41543.55,48.7,49.2,0.0225,41.8,0,31.2,1.91692261218206,15.4,3375.61,36.4,2222.55933554658,1.314060447,4.358300482,34.42211055,9.518477044,254.3
1962.667684,154,453.5494221,42881,10.6567180319531,16.8,0,43962.7,50.8,50.8,0.0242,54.4,3.3,35.6,2.21920348405499,13.4,2819.61,30.2,3667.50633777192,2.564222874,5.158944282,52.18339358,6.302577113,213.5
1962.667684,9,453.5494221,52001,8.799963219507,18.5,0,52796,41.3,44.1,2.29,44.8,0,35.4,2.01490302054226,9.5,3588.01,38.1,3727.25365827182,4.819994049,2.915798869,51.4162266,14.62113127,121.8
